09, 22, 16, 109
09, 23, 16, 0
09, 24, 16, 48.3
09, 25, 16, 0
09, 26, 16, 0
09, 27, 16, 103
09, 28, 16, 283
09, 29, 16, 105
09, 30, 16, 88.5
10, 01, 16, 0
10, 02, 16, 0
10, 03, 16, 0
10, 04, 16, 154
10, 05, 16, 0
10, 06, 16, 94.9
10, 07, 16, 64.2
10, 08, 16, 89.1
10, 09, 16, 0
10, 10, 16, 0
10, 11, 16, 0
10, 12, 16, 0
10, 13, 16, 0
10, 14, 16, 0
10, 15, 16, 0
10, 16, 16, 0
10, 17, 16, 0
10, 18, 16, 109
10, 19, 16, 0
10, 20, 16, 0
10, 21, 16, 0
10, 22, 16, 211
10, 23, 16, 77.7
10, 24, 16, 0
10, 25, 16, 105
10, 26, 16, 50.1
10, 27, 16, 93.7
10, 28, 16, 0
10, 29, 16, 237
10, 30, 16, 0
10, 31, 16, 0
11, 01, 16, 104
11, 02, 16, 91
11, 03, 16, 99.1
11, 04, 16, 0
11, 05, 16, 0
11, 06, 16, 200
11, 07, 16, 0
11, 08, 16, 0
11, 09, 16, 0
11, 10, 16, 0
11, 11, 16, 0
11, 12, 16, 218
11, 13, 16, 0
11, 14, 16, 0
11, 15, 16, 101
11, 16, 16, 105
11, 17, 16, 0
11, 18, 16, 0
11, 19, 16, 0
11, 20, 16, 0
11, 21, 16, 0
11, 22, 16, 183
11, 23, 16, 0
11, 24, 16, 0
11, 25, 16, 0
11, 26, 16, 0
11, 27, 16, 0
11, 28, 16, 0
11, 29, 16, 0
11, 30, 16, 0
12, 01, 16, 0
12, 02, 16, 0
12, 03, 16, 0
12, 04, 16, 0
12, 05, 16, 0
12, 06, 16, 0
12, 07, 16, 0
12, 08, 16, 0
12, 09, 16, 0
12, 10, 16, 0
12, 11, 16, 0
12, 12, 16, 0
12, 13, 16, 0
12, 14, 16, 0
12, 15, 16, 0
12, 16, 16, 0
12, 17, 16, 0
12, 18, 16, 202
12, 19, 16, 0
12, 20, 16, 39
12, 21, 16, 108
12, 22, 16, 0
12, 23, 16, 0
12, 24, 16, 0
12, 25, 16, 0
12, 26, 16, 253
12, 27, 16, 117
12, 28, 16, 156
12, 29, 16, 0
12, 30, 16, 121
12, 31, 16, 0
01, 01, 17, 0
01, 02, 17, 0
01, 03, 17, 0
01, 04, 17, 0
01, 05, 17, 0
01, 06, 17, 0
01, 07, 17, 0
01, 08, 17, 0
01, 09, 17, 0
01, 10, 17, 0
01, 11, 17, 0
01, 12, 17, 0
01, 13, 17, 0
01, 14, 17, 0
01, 15, 17, 90.4
01, 16, 17, 0
01, 17, 17, 0
01, 18, 17, 177
01, 19, 17, 0
01, 20, 17, 149
01, 21, 17, 132
01, 22, 17, 0
01, 23, 17, 137
01, 24, 17, 129
01, 25, 17, 0
01, 26, 17, 0
01, 27, 17, 185
01, 28, 17, 0
01, 29, 17, 0
01, 30, 17, 0
01, 31, 17, 0
02, 01, 17, 122
02, 02, 17, 0
02, 03, 17, 0
02, 04, 17, 274
02, 05, 17, 0
02, 06, 17, 78.2
02, 07, 17, 0
02, 08, 17, 190
02, 09, 17, 0
02, 10, 17, 69.3
02, 11, 17, 293
02, 12, 17, 0
02, 13, 17, 158
02, 13, 17, 0
02, 15, 17, 156
02, 16, 17, 0
02, 17, 17, 146
02, 18, 17, 236
02, 19, 17, 0
02, 20, 17, 129
02, 21, 17, 76.1
02, 22, 17, 154
02, 23, 17, 132
02, 24, 17, 75.9
02, 25, 17, 0
02, 26, 17, 0
02, 27, 17, 0
02, 28, 17, 0
03, 01, 17, 0
03, 02, 17, 81.3
03, 03, 17, 0
03, 04, 17, 0
03, 05, 17, 112
03, 06, 17, 0
03, 07, 17, 123
03, 08, 17, 118
03, 09, 17, 150
03, 10, 17, 0
03, 11, 17, 168
03, 12, 17, 218
03, 13, 17, 0
03, 14, 17, 0
03, 15, 17, 0
03, 16, 17, 0
03, 17, 17, 208
03, 18, 17, 240
03, 19, 17, 174
03, 20, 17, 0
03, 21, 17, 90.9
03, 22, 17, 168
03, 23, 17, 165
03, 24, 17, 0
03, 25, 17, 0
03, 26, 17, 0
03, 27, 17, 0
03, 28, 17, 96
03, 29, 17, 170
03, 30, 17, 0
03, 31, 17, 0
